Board
JobName,PCBResult,PCBName
C:\KohYoung\KY_JOB\627-351-12A_BOT_JOB_DS-406546\627-351-12A_BOT_JOB_DS-406546.mdb,GOOD,627-351-12ABOT_JOB_DS-406546
Panel 
 ArrayBarcode,PanelResult,PanelInspectionDate,PanelInspectionStartTime,PanelInspectionEndTime 
508BFD5,GOOD,2026-06-12,14:09:02,14:09:31
Pad 
 ComponentID,PadNo,Volume,Height,Area,OffsetX,OffsetY,PadResult 
BD70_A,333,125.0632,143.0422,111.0374,0.002610887,0.004410163,GOOD,
BD70_A,334,126.9486,151.7599,106.2367,-0.004501081,0.00737752,GOOD,
BD70_B,335,119.1903,140.0648,108.0726,0.0006768174,0.01478186,GOOD,
BD70_B,336,119.4711,144.5943,104.9338,-0.008489978,0.01768945,GOOD,
BD71_A,337,106.1398,128.02,105.2942,0.01526049,-0.004537011,GOOD,
BD71_A,338,127.4326,145.1857,111.4706,0.008592415,-0.002325824,GOOD,
BD71_B,339,109.4366,130.2601,106.6977,-0.002065797,0.001180597,GOOD,
BD71_B,340,122.5845,146.1735,106.5052,0.005690062,-0.0009878869,GOOD,
BD74_A,341,127.9132,145.0628,111.9859,-0.004166937,-0.0009342344,GOOD,
BD74_A,342,127.9672,152.1194,106.836,-0.004499862,-0.000187814,GOOD,
BD74_B,343,115.9233,142.5749,103.2599,-0.0005377976,0.002834415,GOOD,
BD74_B,344,125.4924,154.3612,103.2483,0.001821903,0.005717607,GOOD,
BD75_A,345,121.4296,139.0129,110.9361,0.008730216,0.001812358,GOOD,
BD75_A,346,127.2183,149.8524,107.8176,0.01056185,0.004680923,GOOD,
BD75_B,347,119.2369,138.793,109.1056,0.01616046,-0.001525752,GOOD,
BD75_B,348,121.1306,148.5025,103.5914,0.01106063,0.001389152,GOOD,
BD76_A,349,116.8582,134.7912,110.1035,0.01527268,-0.00872275,GOOD,
BD76_A,350,135.0924,153.5895,111.7051,-0.001830434,0.00563466,GOOD,
BD76_B,351,114.7894,130.4069,111.7905,-0.007876577,0.002297769,GOOD,
BD76_B,352,126.0766,153.7536,104.1388,-0.005043733,6.342395E-05,GOOD,
BD77_A,353,136.9596,149.5314,116.3225,-7.072867E-05,-0.005427323,GOOD,
BD77_A,354,132.5964,155.92,108.0025,-0.007270508,0.0003427171,GOOD,
BD77_B,355,124.2626,147.452,107.0271,-0.003059654,-0.007930011,GOOD,
BD77_B,356,130.7959,157.2836,105.6123,-0.0007182757,-0.005076074,GOOD,
BD78_A,357,121.5484,139.8203,110.4035,0.006440045,0.008952048,GOOD,
BD78_A,358,125.7561,148.875,107.2781,0.008741185,0.006898203,GOOD,
BD78_B,359,117.3624,137.7622,108.1938,0.009685053,0.005681019,GOOD,
BD78_B,360,121.2705,148.9332,103.4111,0.004702298,0.008549564,GOOD,
BD79_A,361,121.8564,140.5481,110.11,0.007950962,0.004273563,GOOD,
BD79_A,362,121.6601,144.0804,107.2376,0.001736529,0.01169377,GOOD,
BD79_B,363,119.7604,142.1684,106.9827,0.01260447,0.006888452,GOOD,
BD79_B,364,119.5864,145.9903,104.0306,0.006455889,0.009791147,GOOD,
BD81_A,365,121.0893,139.6232,110.1417,0.004575466,0.01599173,GOOD,
BD81_A,366,119.4068,143.0659,105.9977,-0.0009145976,-0.001136695,GOOD,
BD81_B,367,118.8632,143.2119,105.4076,0.007709505,-0.001465984,GOOD,
BD81_B,368,119.3956,149.7246,101.2742,-0.0005633918,0.001468422,GOOD,
BD82_A,369,125.6291,146.6164,108.8207,0.0006670473,-0.01279631,GOOD,
BD82_A,370,121.7578,146.5214,105.5357,0.001459708,-0.009883844,GOOD,
BD82_B,371,124.7243,154.112,102.7823,0.002955999,0.01622956,GOOD,
BD82_B,372,125.815,158.1369,101.0422,0.005204711,-0.0008342227,GOOD,
BD85_A,373,114.9206,134.4298,108.5691,0.0003560809,0.005785906,GOOD,
BD85_A,374,119.8652,143.03,106.4314,0.002670647,0.008717875,GOOD,
BD85_B,375,117.4304,143.0834,104.2306,-0.003890117,0.004002802,GOOD,
BD85_B,376,116.8526,143.7312,103.2502,-0.002282858,0.006923821,GOOD,
BD86_A,377,122.0358,139.5648,111.0491,-0.002970644,0.001474537,GOOD,
BD86_A,378,113.303,135.9119,105.8736,-0.01177768,0.004404068,GOOD,
BD86_B,379,121.2491,143.3327,107.4327,0.003853534,-0.003775963,GOOD,
BD86_B,380,115.148,141.2231,103.551,-0.007011969,-0.0008805618,GOOD,
BD87_A,381,106.7303,132.5942,102.2273,-0.006255891,0.004363823,GOOD,
BD87_A,382,126.6299,153.1686,104.9954,-0.00347062,0.002170941,GOOD,
BD87_B,383,117.7151,144.4704,103.4802,-0.001997506,0.00325884,GOOD,
BD87_B,384,128.871,160.2529,102.1299,0.00241944,0.001230592,GOOD,
BD88_A,385,121.2808,145.9541,105.5309,-0.001443864,-0.007900737,GOOD,
BD88_A,386,123.9339,149.352,105.386,0.000387789,-0.004966311,GOOD,
BD88_B,387,127.1816,158.4455,101.9408,0.008419249,0.0011989,GOOD,
BD88_B,388,133.4559,164.7459,102.879,0.00484863,0.004112585,GOOD,
BD89_A,389,128.8986,144.5513,113.2478,-0.003031603,0.006810382,GOOD,
BD89_A,390,121.3219,142.7584,107.9298,-0.007490006,-0.01027168,GOOD,
BD89_B,391,120.8718,146.3191,104.9126,0.005992497,0.009276462,GOOD,
BD89_B,392,120.9207,149.3187,102.8466,-0.007014406,0.01221089,GOOD,
BD90_A,393,123.6055,147.2594,106.6003,-0.005680311,-0.01143765,GOOD,
BD90_A,394,118.2018,145.4396,103.2155,-0.01198499,-0.01941522,GOOD,
BD90_B,395,123.9472,141.5086,111.2392,-0.0002902273,0.00147086,GOOD,
BD90_B,396,122.6596,143.6184,108.4664,0.0001682903,-0.001873344,GOOD,
BD92_A,397,114.486,139.8035,104.0011,0.001486541,-0.01642103,GOOD,
BD92_A,398,120.8622,143.7301,106.7939,0.003737691,-0.0213166,GOOD,
BD92_B,399,119.0087,137.8501,109.6415,0.01679458,-0.005888356,GOOD,
BD92_B,400,121.8175,146.2191,105.8057,0.004435227,-0.002980766,GOOD,
BD94_A,401,121.9123,137.4037,112.6815,0.01097038,0.007625101,GOOD,
BD94_A,402,124.3785,148.0905,106.6649,0.01016431,0.01109615,GOOD,
BD94_B,403,118.8007,142.2358,106.0752,0.01128256,3.536874E-05,GOOD,
BD94_B,404,119.4939,146.5247,103.5711,0.011385,0.002971014,GOOD,
BD96_A,405,121.3615,141.3856,109.0133,0.008799725,0.00633596,GOOD,
BD96_A,406,121.0487,143.7964,106.9094,0.008809476,0.008125139,GOOD,
BD96_B,407,117.8033,140.8828,106.1948,0.008007065,0.008449572,GOOD,
BD96_B,408,119.858,145.4426,104.6596,-0.006526618,0.01136935,GOOD,
C1,409,113.4408,128.4157,112.1902,0.004509612,-0.0009586328,GOOD,
C1,410,109.3304,132.87,104.5004,-0.003343788,0.001996535,GOOD,
C1001_A,411,110.9577,134.7285,104.5928,0.01355567,0.002118488,GOOD,
C1001_A,412,115.5533,140.6555,104.3348,0.003205987,-0.002377059,GOOD,
C1001_B,413,112.7468,141.535,101.1682,0.01079721,-0.003883288,GOOD,
C1001_B,414,122.3268,156.3214,99.38183,0.008308281,0.002331919,GOOD,
C1003_A,415,118.131,143.4394,104.5921,0.008408261,0.01000214,GOOD,
C1003_A,416,119.5816,142.189,106.8076,-0.0003621748,0.003146639,GOOD,
C1003_B,417,118.2929,141.8461,105.912,0.01217888,0.003993051,GOOD,
C1003_B,418,123.9931,149.7931,105.1258,0.005772979,0.01019607,GOOD,
C1005_A,419,114.7961,139.0956,104.8136,0.01336055,0.006204237,GOOD,
C1005_A,420,117.6752,139.4593,107.1621,0.00301454,0.00170869,GOOD,
C1005_B,421,113.2582,138.3919,103.9352,0.01151427,0.0002024611,GOOD,
C1005_B,422,121.0853,145.3577,105.7931,0.008247303,0.006410354,GOOD,
C1007_A,423,111.5415,134.0314,105.69,0.007782672,0.0002573326,GOOD,
C1007_A,424,118.1524,140.8996,106.4967,0.01109111,-0.003406409,GOOD,
C1007_B,425,114.7791,142.0094,102.6477,0.01175451,0.00513706,GOOD,
C1007_B,426,117.8825,147.8565,101.2541,0.01431784,0.001409894,GOOD,
C1009_A,427,115.8686,135.9728,108.2224,0.01176548,0.008044651,GOOD,
C1009_A,428,119.1776,143.038,105.8149,0.01585559,0.004354072,GOOD,
C1009_B,429,114.93,142.5084,102.4228,0.01660192,0.01273045,GOOD,
C1009_B,430,118.2467,147.7253,101.6572,0.008955808,0.009005721,GOOD,
C100_AA,431,117.4147,154.5072,96.51117,-0.004594966,0.00969723,GOOD,
C100_AA,432,112.2226,145.8591,97.71262,-0.002368212,0.01272679,GOOD,
C100_BB,433,119.3987,159.0929,95.31309,0.001765799,-0.01036316,GOOD,
C100_BB,434,111.4665,148.2652,95.47927,-0.005908342,-0.007437267,GOOD,
C100_CC,435,115.1005,149.0381,98.08073,-0.003948658,0.008767891,GOOD,
C100_CC,436,115.5259,146.7282,99.993,-0.002669428,0.01180353,GOOD,
C100_DD,437,118.9459,157.0574,96.18223,0.001798726,0.01529167,GOOD,
C100_DD,438,109.4999,148.8799,93.40739,-0.005881529,-0.001767238,GOOD,
C1011_A,439,113.8287,138.3571,104.485,0.01067284,0.004156487,GOOD,
C1011_A,440,117.2562,140.6192,105.8997,0.009263118,0.0004768785,GOOD,
C1011_B,441,113.776,142.2936,101.5475,0.006822959,0.008934983,GOOD,
C1011_B,442,117.0158,144.5416,102.8148,0.0101765,0.005210235,GOOD,
C1012_A,443,114.4984,155.5144,93.50448,-0.001004847,-0.01082783,GOOD,
C1012_A,444,113.5913,154.5009,93.37226,-0.00710953,-0.01212552,GOOD,
C1012_B,445,107.419,141.4883,96.41939,-0.0008292437,0.003458863,GOOD,
C1012_B,446,101.7053,136.0644,94.92983,0.002938936,0.005335864,GOOD,
C1014_A,447,116.3507,141.3702,104.5238,0.01109233,0.001024495,GOOD,
C1014_A,448,116.0696,140.7616,104.722,0.0159873,0.007347026,GOOD,
C1014_B,449,112.7295,141.7399,101.0065,0.01334836,0.005432219,GOOD,
C1014_B,450,117.9106,146.6802,102.0905,0.0158873,0.001680635,GOOD,
C1015_A,451,107.5861,142.6466,95.78523,0.002046276,-0.01431962,GOOD,
C1015_A,452,122.4015,152.0704,102.2224,0.01149231,-0.01390739,GOOD,
C1015_B,453,113.8275,146.3992,98.7443,-0.005360814,-0.00556636,GOOD,
C1015_B,454,113.7567,149.7559,96.47095,0.001275574,-0.002446578,GOOD,
C1016_A,455,112.9306,141.5359,101.3325,-0.001753612,-0.0113791,GOOD,
C1016_A,456,109.9009,145.1469,96.16067,-0.002719417,-0.00675429,GOOD,
C1016_B,457,107.4485,146.3929,93.21462,-0.008146085,-0.003444216,GOOD,
C1016_B,458,116.8737,155.4177,95.50365,-0.0107338,-0.006073732,GOOD,
C1017_A,459,109.2912,135.2052,102.6586,0.0123118,-0.004649211,GOOD,
C1017_A,460,116.8986,142.126,104.4575,0.01405565,-0.008300764,GOOD,
C1017_B,461,109.7481,140.1776,99.43106,0.009960655,-0.009759434,GOOD,
C1017_B,462,117.1805,152.5159,97.57622,0.0125118,-0.00350764,GOOD,
C1018_A,463,109.9958,138.7977,100.6462,0.009858218,-0.009382568,GOOD,
C1018_A,464,119.3011,145.7688,103.9402,0.0116167,-0.003094185,GOOD,
C1018_B,465,106.3071,141.0582,95.71227,0.006831491,-0.005273659,GOOD,
C1018_B,466,116.0354,143.8431,102.4484,0.008592415,-0.009049622,GOOD,
C101_AA,467,118.163,150.869,99.46839,-0.004275468,0.005037048,GOOD,
C101_AA,468,122.5257,154.4108,100.7751,-0.001448739,0.002839291,GOOD,
C101_BB,469,126.6615,162.6473,98.90119,-0.005479094,-0.006190809,GOOD,
C101_BB,470,125.3341,160.3617,99.25954,-0.002724313,0.001659913,GOOD,
C101_CC,471,117.476,147.86,100.9026,-0.002804791,0.01237676,GOOD,
C101_CC,472,116.9764,149.848,99.14053,-6.09785E-05,0.01017655,GOOD,
C101_DD,473,123.0688,158.4475,98.64295,-0.005363252,-0.01060343,GOOD,
C101_DD,474,126.7431,166.8967,96.44514,-0.002614543,-0.01273654,GOOD,
C1020_A,475,113.6834,142.1984,101.5327,-0.0004097468,-0.01189866,GOOD,
C1020_A,476,116.0464,147.7892,99.72235,0.004485217,-0.00556758,GOOD,
C1020_B,477,106.0707,137.0544,98.28931,0.008950933,-0.007600703,GOOD,
C1020_B,478,120.6267,144.9929,105.6576,0.01231668,-0.01136448,GOOD,
C1022_A,479,111.7235,144.6815,98.0698,0.008463145,-0.006315219,GOOD,
C1022_A,480,118.0883,152.9229,98.07043,0.01848478,-0.006399364,GOOD,
C1022_B,481,111.6623,135.9729,104.2937,-0.005819331,0.006546954,GOOD,
C1022_B,482,117.2072,148.2926,100.378,-0.009148494,-0.0002927013,GOOD,
C1024_A,483,113.5048,138.6414,103.974,-0.0009219302,-0.003105176,GOOD,
C1024_A,484,113.9278,142.004,101.8903,4.145819E-05,0.0008793429,GOOD,
C1024_B,485,109.4255,136.4811,101.8239,0.007470486,0.008300764,GOOD,
C1024_B,486,116.6834,145.932,101.5459,0.009257024,0.004532135,GOOD,
C1026_A,487,114.953,143.4252,101.7885,0.000663391,-0.008069049,GOOD,
C1026_A,488,122.2485,147.2714,105.4214,0.01027284,-0.008037337,GOOD,
C1026_B,489,115.4858,142.3602,103.0253,0.003079175,-0.003817426,GOOD,
C1026_B,490,124.623,150.5726,105.1129,0.01273618,-0.007588514,GOOD,
C1028_A,491,118.9196,144.4124,104.581,0.006570514,-0.004607748,GOOD,
C1028_A,492,124.1107,145.8052,108.1036,0.009094828,-0.008330038,GOOD,
C1028_B,493,118.6252,137.8884,109.2579,0.002134088,-0.005256594,GOOD,
C1028_B,494,123.4757,151.3976,103.5777,0.004708392,-0.00897279,GOOD,
C1030_A,495,112.1155,137.5285,103.5325,0.0117606,-0.008388586,GOOD,
C1030_A,496,119.5797,142.4186,106.6337,0.01192645,-0.01210112,GOOD,
C1030_B,497,112.6561,136.8147,104.5744,0.00470961,-0.009060592,GOOD,
C1030_B,498,117.5078,142.9985,104.3612,0.008850934,-0.01277435,GOOD,
C1033_A,499,108.9509,136.8637,101.0989,0.0106143,-0.008088551,GOOD,
C1033_A,500,114.4139,140.7138,103.2633,0.01234839,-0.01160962,GOOD,
C1033_B,501,109.9737,135.5816,103.0129,0.007958274,-0.01243041,GOOD,
C1033_B,502,116.8869,141.5552,104.8682,0.01600924,-0.006181057,GOOD,
C1034_A,503,116.962,144.3202,102.9251,0.009363118,-0.007095789,GOOD,
C1034_A,504,116.6058,149.7876,98.86624,0.005587625,0.0002927013,GOOD,
C1034_B,505,109.9538,140.6159,99.30695,0.001357271,-0.001356221,GOOD,
C1034_B,506,116.6975,152.024,97.4884,0.008186324,0.005434657,GOOD,
C1035_A,507,113.6533,137.4933,104.9794,-0.0003146227,0.007820229,GOOD,
C1035_A,508,119.3351,141.1069,107.4048,0.005351044,0.00175383,GOOD,
C1035_B,509,112.9983,138.5136,103.6056,0.01301543,0.007123824,GOOD,
C1035_B,510,118.0104,146.7758,102.1103,0.006152236,0.003410066,GOOD,
C1036_A,511,110.565,135.9887,103.2568,-0.003543786,0.003051503,GOOD,
C1036_A,512,112.3263,145.4647,98.06802,0.0005585167,-0.0006341995,GOOD,
C1036_B,513,106.9152,136.3055,99.61611,0.007324154,0.002264838,GOOD,
C1036_B,514,108.6858,137.4729,100.406,0.006738804,-0.001458671,GOOD,
C1037_A,515,107.3347,137.5262,99.11933,0.003765742,-0.007242139,GOOD,
C1037_A,516,116.385,143.5896,102.9384,0.01179718,-0.007704371,GOOD,
C1037_B,517,107.079,136.2169,99.83368,0.005077879,-0.003119803,GOOD,
C1037_B,518,118.2839,145.0515,103.5636,0.007636339,0.003097842,GOOD,
C1039_A,519,104.5329,131.1105,101.2556,0.006907094,0.0004024843,GOOD,
C1039_A,520,111.0059,144.3519,97.66241,0.01183498,0.00898376,GOOD,
C1039_B,521,111.6664,137.8784,102.8561,0.01305567,-0.01304877,GOOD,
C1039_B,522,118.6058,144.0333,104.5795,0.02343095,-0.006692085,GOOD,
C1041_A,523,101.8248,140.502,92.03964,0.005675436,-0.007781203,GOOD,
C1041_A,524,110.9409,150.8918,93.37478,0.009830167,-0.001563558,GOOD,
C1041_B,525,105.296,145.3028,92.03252,0.001068263,-0.005168772,GOOD,
C1041_B,526,114.1255,150.1473,96.53149,0.01146304,0.001181816,GOOD,
C1043_A,527,94.29547,136.9537,87.44213,0.006827834,-0.01156448,GOOD,
C1043_A,528,103.6615,152.5454,86.30222,0.01019114,-0.005344396,GOOD,
C1043_B,529,105.0971,141.8963,94.06398,0.01109721,-0.008966675,GOOD,
C1043_B,530,109.3813,147.3859,94.25211,0.01597755,-0.002612431,GOOD,
C1045_A,531,104.6681,129.1055,102.9612,0.00460108,7.317532E-05,GOOD,
C1045_A,532,110.8385,140.1335,100.4506,0.007166852,0.0008586211,GOOD,
C1045_B,533,117.2724,137.9787,107.9413,0.01015943,-0.00100741,GOOD,
C1045_B,534,118.6294,145.8537,103.2948,0.01038992,0.005198046,GOOD,
C1047_A,535,100.7799,137.962,92.77222,-0.0007743591,-0.009167917,GOOD,
C1047_A,536,108.2121,146.2717,93.95479,0.004158407,-0.002884411,GOOD,
C1047_B,537,110.1948,149.1831,93.80914,0.0009914401,0.006510366,GOOD,
C1047_B,538,114.9048,154.4324,94.4938,0.0004438923,0.0127402,GOOD,
C1048,539,104.8123,150.9058,88.20841,-0.003692556,-0.00407354,GOOD,
C1048,540,105.7036,153.5346,87.43539,-0.001956027,-0.007722675,GOOD,
C1049,541,110.8118,158.2876,88.90837,-0.006658325,-0.001780646,GOOD,
C1049,542,106.8839,150.627,90.11833,-0.004921796,-0.005434657,GOOD,
C1049_A,543,95.96101,135.4844,89.95165,-0.0005609543,-0.0008439741,GOOD,
C1049_A,544,102.064,138.7776,93.40215,0.007511965,0.001511124,GOOD,
C1049_B,545,104.0297,142.3012,92.8437,0.00193409,0.002753906,GOOD,
C1049_B,546,108.8961,150.9784,91.60125,0.004525456,0.008971571,GOOD,
C1050,547,101.3662,144.2072,89.27091,0.002997457,0.009891158,GOOD,
C1050,548,104.3907,151.1705,87.69983,0.004738881,0.003110051,GOOD,
C1051,549,105.6994,146.7687,91.46247,-1.706279E-05,0.005119995,GOOD,
C1051,550,101.0696,150.596,85.2336,0.001721903,0.00855446,GOOD,
C1052_A,551,103.5562,130.9854,100.4054,-0.003941345,-0.00635912,GOOD,
C1052_A,552,109.6395,136.7912,101.7917,-0.001395073,-0.01010337,GOOD,
C1052_B,553,115.1255,136.7205,106.9404,0.003642567,0.00724092,GOOD,
C1052_B,554,122.0872,152.3596,101.7663,0.01099721,0.003696693,GOOD,
C1053_A,555,104.0277,143.7548,91.90311,0.008989953,-0.009603333,GOOD,
C1053_A,556,117.576,149.9179,99.60216,0.0006438906,-0.01146447,GOOD,
C1053_B,557,111.1431,145.2242,97.19568,0.01210937,-0.004456501,GOOD,
C1053_B,558,113.2875,146.0252,98.52759,0.01661411,0.001070834,GOOD,
C1054_A,559,116.9715,143.8978,103.2356,0.01171061,-0.01304267,GOOD,
C1054_A,560,117.5488,149.5372,99.83266,0.01188621,-0.01069854,GOOD,
C1054_B,561,110.7554,146.4757,96.02911,-0.0008219311,-0.009891158,GOOD,
C1054_B,562,115.9146,151.4035,97.23131,-0.003919388,-0.003127116,GOOD,
C1055_A,563,108.1397,134.1543,102.3728,0.005963226,-0.001653818,GOOD,
C1055_A,564,115.8623,144.8758,101.5664,0.008524124,-0.01400374,GOOD,
C1055_B,565,108.7672,138.2354,99.92695,0.005064473,-0.006005432,GOOD,
C1055_B,566,114.0832,142.0056,102.0282,0.006853448,-0.009808231,GOOD,
C1056,567,102.8218,153.4315,85.1088,-0.007213186,-0.003561313,GOOD,
C1056,568,102.2851,150.3589,86.39465,-0.005418116,-0.003419837,GOOD,
C1056_A,569,107.8619,137.6448,99.5204,0.004499862,-0.003371041,GOOD,
C1056_A,570,110.9031,141.3945,99.61269,0.00784365,-0.005554172,GOOD,
C1056_B,571,108.5783,136.9618,100.6809,0.01263618,0.005245604,GOOD,
C1056_B,572,119.1852,141.8926,106.6759,0.02141151,0.001635515,GOOD,
C1057,573,107.7287,151.8674,90.08871,-0.00435353,-0.01061318,GOOD,
C1057,574,104.6572,159.1275,83.52716,-0.002563335,-0.00575907,GOOD,
C1058,575,109.9193,160.6733,86.88279,-0.002721855,0.0005195608,GOOD,
C1058,576,110.0718,164.5635,84.94666,-0.0009194927,0.0006537223,GOOD,
C1058_A,577,110.7603,135.0549,104.1544,0.006629054,-0.001766019,GOOD,
C1058_A,578,119.1381,142.424,106.2358,0.01387273,-0.001019599,GOOD,
C1058_B,579,117.4863,141.4261,105.5022,0.01757993,-0.007588514,GOOD,
C1058_B,580,119.372,147.0006,103.1305,0.01309104,-0.001325728,GOOD,
C1059,581,110.4068,154.5471,90.72748,-0.009838099,-0.003388126,GOOD,
C1059,582,111.09,164.194,85.92533,-0.008038154,-0.004839463,GOOD,
C1060,583,108.7577,153.0272,90.25991,-0.004912046,-0.007300668,GOOD,
C1060,584,112.3937,165.0596,86.47783,-0.003102331,-0.0110376,GOOD,
C1060_A,585,106.8078,133.2717,101.7815,0.007616838,-0.005573694,GOOD,
C1060_A,586,112.0464,141.2527,100.7407,0.01092892,0.0006805586,GOOD,
C1060_B,587,114.1607,137.9682,105.0851,0.0007560775,0.008506882,GOOD,
C1060_B,588,120.907,147.2373,104.2887,0.01197522,0.01477089,GOOD,
C1061,589,112.0713,158.9424,89.54855,-0.001987736,-0.009649672,GOOD,
C1061,590,116.9268,171.3869,86.64436,-0.0001792592,-0.01340857,GOOD,
C1062,591,108.2117,161.9819,84.84205,-0.004423039,-0.002536818,GOOD,
C1062,592,101.4085,152.2723,84.57794,-0.002610887,0.003871099,GOOD,
C1062_A,593,105.6212,132.2045,101.4632,-0.001119471,-0.008426393,GOOD,
C1062_A,594,108.4053,137.7587,99.93909,0.003760847,-0.003732061,GOOD,
C1062_B,595,112.4244,139.54,102.3212,0.004153531,-0.01099858,GOOD,
C1062_B,596,119.1354,144.3312,104.8297,0.01274715,0.002599023,GOOD,
C1063,597,100.1816,145.5007,87.44329,-0.001460927,-0.008120264,GOOD,
C1063,598,106.7784,160.6406,84.41734,0.0003512058,0.001387933,GOOD,
C1064_A,599,109.0029,135.0503,102.5053,0.003747441,0.0003610009,GOOD,
C1064_A,600,119.9441,147.2048,103.481,0.007918035,-0.009725285,GOOD,
C1064_B,601,110.6428,136.2064,103.1643,0.01518001,0.01313903,GOOD,
C1064_B,602,119.3388,143.3859,105.7009,0.0177092,0.009449649,GOOD,
C1066_A,603,101.2613,142.8307,90.03796,0.01466539,-0.01645518,GOOD,
C1066_A,604,118.4887,151.5171,99.316,0.01187035,-0.01386714,GOOD,
C1066_B,605,115.0782,146.7335,99.60185,-0.003973053,0.001209871,GOOD,
C1066_B,606,120.3806,147.4642,103.6749,-0.002854781,-0.01006922,GOOD,
C1068,607,102.4192,142.0034,91.59805,0.008521686,-0.008676413,GOOD,
C1068,608,105.5362,151.2012,88.64411,-0.009721636,-0.01003263,GOOD,
C1068_A,609,102.3064,131.4562,98.83837,0.005465688,-0.009664319,GOOD,
C1068_A,610,111.4536,143.6221,98.5545,0.01113135,-0.003407629,GOOD,
C1068_B,611,115.3769,138.6698,105.6673,0.006444921,0.004339425,GOOD,
C1068_B,612,118.7197,143.7659,104.8747,0.007442454,0.01060465,GOOD,
C1069,613,100.3449,141.0422,90.35448,0.00555348,-0.004778497,GOOD,
C1069,614,106.7698,152.4664,88.93607,-0.01268984,-0.008495911,GOOD,
C1070,615,105.3223,146.968,91.01255,0.01024113,0.0005707756,GOOD,
C1070,616,109.0866,160.7374,86.19027,-0.007999753,0.0007927594,GOOD,
C1071,617,100.6256,143.9426,88.78162,0.007270508,0.003683265,GOOD,
C1071,618,107.0609,160.4115,84.76154,-0.01097769,0.002329481,GOOD,
C1071_A,619,111.3159,142.4008,99.277,0.01874574,-0.01094736,GOOD,
C1071_A,620,111.8916,147.9298,96.0607,0.01163866,-0.0002853878,GOOD,
C1071_B,621,111.4632,145.0667,97.58146,0.002247493,-0.005722483,GOOD,
C1071_B,622,118.0836,149.8599,100.0709,0.009036287,0.001117173,GOOD,
C1072,623,109.9606,152.5701,91.5317,0.01202645,-0.003068568,GOOD,
C1072,624,108.3216,154.5681,89.00186,-0.00621687,-0.003629612,GOOD,
C1072_A,625,101.5209,127.293,101.2873,0.005482751,-0.01065342,GOOD,
C1072_A,626,117.1182,145.9739,101.895,0.01114354,-0.005174866,GOOD,
C1072_B,627,115.9956,140.9321,104.5286,0.007433903,0.00519317,GOOD,
C1072_B,628,117.3817,144.0084,103.5181,0.007075385,-0.00106352,GOOD,
C1073,629,106.927,150.8792,90.00406,0.009004599,-0.00153916,GOOD,
C1073,630,108.797,160.8211,85.91669,-0.00924116,-0.002102642,GOOD,
C1073_A,631,107.2037,131.8262,103.2789,0.004638882,-0.008559335,GOOD,
C1073_A,632,109.4432,135.2323,102.7808,0.007168071,-0.00150501,GOOD,
C1073_B,633,115.4891,140.3794,104.482,0.01164597,-0.00720799,GOOD,
C1073_B,634,119.3336,145.7898,103.9535,0.01129721,-0.01380616,GOOD,
C1074,635,103.6483,149.4632,88.07077,0.01196669,-0.006998215,GOOD,
C1074,636,109.6956,160.6733,86.70599,0.01377517,-0.004410163,GOOD,
C1074_A,637,109.0128,141.5717,97.79231,0.004575466,0.004383326,GOOD,
C1074_A,638,112.7818,145.0159,98.77051,0.007085135,-0.007203114,GOOD,
C1074_B,639,111.8565,139.2653,102.0051,-0.0002756021,-0.002151419,GOOD,
C1074_B,640,116.7491,145.9225,101.6097,0.006949771,-0.005868833,GOOD,
C1075,641,106.3017,148.6503,90.81927,0.01080209,-0.004388202,GOOD,
C1075,642,106.4568,153.2957,88.19565,-0.007438778,-0.008095865,GOOD,
C1075_A,643,111.5747,140.9448,100.5358,0.001860923,0.001019599,GOOD,
C1075_A,644,119.5748,156.946,96.75943,0.004375468,-0.0003585631,GOOD,
C1075_B,645,114.9627,145.174,100.5708,0.002679178,-0.007278727,GOOD,
C1075_B,646,117.2479,144.7154,102.8949,0.00680222,-0.001000096,GOOD,
C1077_A,647,103.3604,129.2133,101.5899,0.001940183,-0.007308002,GOOD,
C1077_A,648,114.1488,137.8531,105.1619,0.003751097,-0.001863593,GOOD,
C1077_B,649,110.2442,135.9107,103.0163,0.01406052,-0.005644431,GOOD,
C1077_B,650,119.3845,148.1501,102.341,0.01503366,0.0006451898,GOOD,
C1079_A,651,108.1702,136.6636,100.5214,0.005476657,-0.001229374,GOOD,
C1079_A,652,119.742,141.5844,107.4076,0.01278862,-0.003644239,GOOD,
C1079_B,653,115.622,140.719,104.3498,0.01669946,-0.001853822,GOOD,
C1079_B,654,120.208,146.664,104.0911,0.01610192,0.004434561,GOOD,
C1081_A,655,106.6261,133.866,101.1572,-0.0003109664,-0.005837121,GOOD,
C1081_A,656,111.4941,136.993,103.3611,0.008569239,-0.005893231,GOOD,
C1081_B,657,109.9589,134.5916,103.7567,0.01429466,-0.009722847,GOOD,
C1081_B,658,115.1371,141.9009,103.0466,0.01605071,-0.003432027,GOOD,
C1083_A,659,112.2001,149.8512,95.0904,0.01835673,-0.009405747,GOOD,
C1083_A,660,121.55,149.6798,103.1325,0.007279039,-0.01848464,GOOD,
C1083_B,661,111.3746,146.9028,96.28525,-0.008999704,0.005343177,GOOD,
C1083_B,662,117.5612,144.6758,103.1982,-0.002853562,-0.000876905,GOOD,
C1085_A,663,106.2265,135.4633,99.58984,0.008636311,0.006625005,GOOD,
